"V1","V2","name","antigen","antiserum","Country","Subtype","year"
4.39426153750223,3.89639258539885,"079_LN_SGA3",TRUE,FALSE,"SOUTH AFRICA","C",2016
3.87838824081062,2.35785186306135,"079_LN_SGA9",TRUE,FALSE,"SOUTH AFRICA","C",2016
2.27824937133093,2.66654321547716,"079_PBMC_SGA12",TRUE,FALSE,"SOUTH AFRICA","C",2016
3.90664756002145,4.01809872548059,"079_PBMC_SGA17",TRUE,FALSE,"SOUTH AFRICA","C",2016
4.35552119386805,4.43231784453495,"079_PBMC_SGA7",TRUE,FALSE,"SOUTH AFRICA","C",2016
2.30208182834268,2.79529579905997,"102_AT_SGA1",TRUE,FALSE,"SOUTH AFRICA","C",2016
4.48496745699881,1.97341548389666,"329_16_C1",TRUE,FALSE,"INDIA","C",2016
4.83479303242779,1.91554649641233,"329_16_D5",TRUE,FALSE,"INDIA","C",2016
4.51020702744612,1.22144773976375,"330_16_A2",TRUE,FALSE,"INDIA","C",2016
4.76528112310312,1.10303934009633,"330_16_D4",TRUE,FALSE,"INDIA","C",2016
1.86640462285765,2.68371538268892,"330_16_E6",TRUE,FALSE,"INDIA","C",2016
4.67006417072438,1.66879678175144,"330_16_H2",TRUE,FALSE,"INDIA","C",2016
3.17346849165424,3.45257740854246,"651_AT_SGA5",TRUE,FALSE,"SOUTH AFRICA","C",2016
2.92295006342157,3.40609039211435,"651_AT_SGA8",TRUE,FALSE,"SOUTH AFRICA","C",2016
2.47973646007951,3.1361600960416,"651_LN_C40",TRUE,FALSE,"SOUTH AFRICA","C",2016
2.5310901599172,3.09375464735392,"651_LN_C43",TRUE,FALSE,"SOUTH AFRICA","C",2016
5.79501665831644,3.48187063193659,"VA40774",TRUE,FALSE,"UNITED STATES","B",2016
1.94580669285371,4.10048051282119,"AIIMS731_73105B",TRUE,FALSE,"INDIA","C",2017
1.86201734969559,3.70072088257563,"AIIMS731_73105C",TRUE,FALSE,"INDIA","C",2017
1.84162650027338,3.81429316419752,"AIIMS731_73105D",TRUE,FALSE,"INDIA","C",2017
1.80414498104202,3.7784767515225,"AIIMS731_73105E",TRUE,FALSE,"INDIA","C",2017
4.18773639808968,3.37881027424783,"AIIMS731_73105H",TRUE,FALSE,"INDIA","C",2017
4.31003416648647,3.46707356572678,"AIIMS731_73106F",TRUE,FALSE,"INDIA","C",2017
6.03388200034082,3.82339276393076,"B004_ENV02",TRUE,FALSE,"UNITED STATES","B",2017
3.9307314515745,0.286050909264019,"B005_ENV03",TRUE,FALSE,"UNITED STATES","B",2017
4.33672612104662,1.82550298169974,"B006_ENV02",TRUE,FALSE,"UNITED STATES","B",2017
4.19731387144444,1.73178112351852,"B006_ENV10",TRUE,FALSE,"UNITED STATES","B",2017
4.92715872123932,3.04419340180558,"B012_ENV02",TRUE,FALSE,"UNITED STATES","B",2017
4.16385047066738,3.21313418240118,"B013_ENV02",TRUE,FALSE,"UNITED STATES","B",2017
3.29917956196498,2.82241868967376,"B016_ENV01",TRUE,FALSE,"UNITED STATES","B",2017
4.62500410071366,1.62707599403634,"B016_ENV02",TRUE,FALSE,"UNITED STATES","B",2017
3.19237037762926,4.2650183321792,"B023_ENV09",TRUE,FALSE,"UNITED STATES","B",2017
3.30459939076909,2.91705265229819,"B024_ENV01",TRUE,FALSE,"UNITED STATES","B",2017
4.53541248895846,1.35496966578401,"B025_ENV04",TRUE,FALSE,"UNITED STATES","B",2017
3.79575418815475,3.62502358703869,"V704_0026_231_RE_PBSGA001_S",TRUE,FALSE,"PERU","B",2019
3.60841939880541,2.03669197107556,"V704_0372_250_RE_PBLIB001_S",TRUE,FALSE,"PERU","B",2019
2.85667809973244,4.84532498484107,"V704_0445_180_RE_CON_S",TRUE,FALSE,"PERU","B",2019
3.90240926916255,3.63484960322116,"V704_0856_240_RE_PB001_S",TRUE,FALSE,"UNITED STATES","B",2019
4.58034729937225,3.72399486357386,"V704_0886_250_RE_P001S",TRUE,FALSE,"PERU","B",2019
4.48173282426911,1.28230500592344,"V704_0944_180_RE_CS",TRUE,FALSE,"PERU","B",2019
4.36352887764513,3.7722803008504,"V704_1528_240_RE_PBLIB_001_S",TRUE,FALSE,"PERU","B",2019
